161000,354.8,2.42,0.44
162000,354.8,2.45,0.45
163000,354.8,2.43,0.46
164000,354.8,2.45,0.42
165000,354.8,2.46,0.43
166000,354.8,2.45,0.41
167000,354.7,2.42,0.46
168000,354.7,2.45,0.43
169000,354.8,2.45,0.48
170000,354.8,2.43,0.45
171000,354.7,2.41,0.41
172000,354.8,2.38,0.49
173000,354.8,2.43,0.44
174000,354.8,2.42,0.42
175000,354.7,2.38,0.41
176000,354.8,2.41,0.47
177000,354.8,2.45,0.48
178000,354.8,2.44,0.43
179000,354.8,2.43,0.51
180000,354.8,2.4,0.54
181000,354.8,2.47,0.48
182000,354.8,2.41,0.51
183000,354.8,2.45,0.54
184000,354.8,2.43,0.45
185000,354.8,2.42,0.51
186000,354.8,2.45,0.51
187000,354.8,2.42,0.43
188000,354.8,2.38,0.51
189000,354.7,2.38,0.45
190000,354.8,2.42,0.47
191000,354.8,2.43,0.51
192000,354.8,2.41,0.49
193000,354.8,2.41,0.47
194000,354.8,2.38,0.48
195000,354.8,2.41,0.44
196000,354.8,2.43,0.45
197000,354.8,2.42,0.45
198000,354.8,2.43,0.54
199000,354.8,2.41,0.47
200000,354.8,2.41,0.48
201000,354.8,2.38,0.45
202000,354.8,2.43,0.45
203000,354.8,2.42,0.48
204000,354.8,2.44,0.49
205000,354.9,2.44,0.53
206000,354.8,2.47,0.52
207000,354.8,2.45,0.46
208000,354.8,2.43,0.48
209000,354.8,2.43,0.55
210000,354.8,2.44,0.52
211000,354.8,2.49,0.56
212000,354.8,2.48,0.56
213000,354.8,2.46,0.54
214000,354.8,2.43,0.52
215000,354.8,2.42,0.48
216000,354.8,2.49,0.49
217000,354.8,2.43,0.49
218000,354.8,2.44,0.48
219000,354.8,2.47,0.45
220000,354.8,2.45,0.46
221000,354.8,2.49,0.44
222000,354.9,2.5,0.46
223000,354.8,2.48,0.44
224000,354.9,2.44,0.43
225000,354.9,2.46,0.44
226000,354.9,2.49,0.49
227000,354.9,2.45,0.46
228000,354.9,2.46,0.46
229000,354.9,2.46,0.47
230000,354.8,2.44,0.45
231000,354.8,2.49,0.42
232000,354.9,2.42,0.44
233000,354.8,2.42,0.44
234000,354.9,2.49,0.45
235000,354.8,2.5,0.45
236000,354.9,2.44,0.48
237000,354.9,2.47,0.46
238000,354.8,2.49,0.48
239000,354.9,2.47,0.48
240000,354.8,2.48,0.46
241000,354.9,2.49,0.48
242000,354.9,2.46,0.52
243000,354.9,2.5,0.51
244000,354.8,2.45,0.51
245000,354.9,2.46,0.51
246000,354.8,2.47,0.49
247000,354.9,2.46,0.51
248000,354.9,2.46,0.54
249000,354.9,2.47,0.48
250000,354.9,2.45,0.48
251000,354.8,2.43,0.48
252000,354.9,2.42,0.48
253000,354.9,2.41,0.52
254000,354.9,2.41,0.48
255000,354.9,2.42,0.49
256000,354.9,2.42,0.49
257000,354.9,2.4,0.48
258000,354.9,2.4,0.52
259000,354.9,2.42,0.48
260000,354.9,2.41,0.45
261000,354.9,2.4,0.48
262000,354.8,2.42,0.43
263000,354.9,2.42,0.46
264000,354.9,2.4,0.46
265000,354.9,2.44,0.43
266000,354.9,2.46,0.44
267000,354.9,2.37,0.48
268000,354.9,2.4,0.47
269000,354.8,2.44,0.46
270000,354.8,2.41,0.42
271000,354.8,2.38,0.49
272000,354.8,2.46,0.44
273000,354.8,2.47,0.44
274000,354.8,2.45,0.42
275000,354.8,2.44,0.41
276000,354.8,2.44,0.46
277000,354.9,2.52,0.48
278000,355.2,2.45,0.44
279000,355.6,1.81,0.42
280000,355.5,2.2,0.38
281000,356.4,1.9,0.41
282000,356.7,2.34,0.35
283000,356.8,1.99,0.35
284000,358.1,1.67,0.33
285000,0.8,1.64,0.22
286000,5,1.65,0.15
287000,11.5,1.55,0.13
288000,19,1.99,0.11
289000,27.4,1.65,0.43
290000,34.9,1.61,0.45
291000,42.8,1.58,0.03
292000,50.1,1.56,-0.19
293000,57.7,1.6,0.02
294000,65.9,1.75,0.05
295000,74,2.02,-0.23
296000,80.2,2.34,-0.32
297000,82.4,2.19,-0.46
298000,85.8,2.29,-0.43
299000,88.3,2.04,-0.4
300000,90.9,2.19,-0.46
301000,92.7,2.58,-0.41
302000,91.8,2.46,-0.44
303000,90.3,2.91,-0.44
304000,89.7,2.93,-0.48
305000,88.9,2.56,-0.43
306000,88.5,2.57,-0.38
307000,86.7,2.83,-0.42
308000,85.8,2.7,-0.44
309000,85.8,2.88,-0.41
310000,85.9,2.93,-0.38
311000,86.1,2.7,-0.37
312000,85.6,2.66,-0.23
313000,84.9,2.81,-0.25
314000,85.7,2.81,-0.24
315000,86.6,2.52,-0.23
316000,87.1,2.45,-0.19
317000,87.3,2.64,-0.23
318000,87.2,2.45,-0.19
319000,87.6,2.6,-0.15
320000,88.1,2.01,-0.2
321000,88.1,2.11,-0.16
322000,88.1,2.76,-0.18
323000,88.1,2.38,-0.18
324000,88.1,2.4,-0.19
325000,88.1,2.46,-0.1
326000,88.1,2.42,-0.15
327000,88.1,2.42,-0.12
328000,88.1,2.38,-0.12
329000,88.1,2.41,-0.11
330000,88.1,2.47,-0.19
331000,88.1,2.41,-0.18
332000,88.1,2.36,-0.11
333000,88.1,2.34,-0.11
334000,88.1,2.34,-0.11
335000,88.1,2.38,-0.14
336000,88.1,2.41,-0.1
337000,88.1,2.36,-0.15
338000,88.1,2.37,-0.09
339000,88.1,2.42,-0.1
340000,88.1,2.46,-0.14
341000,88.1,2.41,-0.05
342000,88.1,2.36,-0.05
343000,88.1,2.35,-0.12
344000,88.1,2.42,-0.1
345000,88.1,2.42,-0.09
346000,88.1,2.36,-0.08
347000,88.1,2.42,-0.04
348000,88.1,2.43,-0.02
349000,88.1,2.45,-0.08
350000,88.1,2.41,-0.1
351000,88.1,2.38,-0.07
352000,88.1,2.37,-0.1
353000,88.1,2.43,-0.05
354000,88.1,2.42,-0.08
355000,88.1,2.45,-0.09
356000,88.1,2.45,-0.08
357000,88.1,2.43,-0.07
358000,88.1,2.44,-0.11
359000,88.1,2.48,-0.08
360000,88.1,2.44,-0.11
361000,88.1,2.49,-0.11
362000,88.1,2.49,-0.08
363000,88.1,2.42,-0.04
364000,88.1,2.44,-0.03
365000,88.1,2.48,-0.1
366000,88.1,2.47,-0.08
367000,88.1,2.45,-0.07
368000,88.1,2.49,-0.05
369000,88.1,2.49,-0.04
370000,88.1,2.46,-0.01
371000,88.1,2.44,-0.1
372000,88.1,2.49,-0.08
373000,88.1,2.53,-0.1
374000,88.1,2.5,-0.05
375000,88.1,2.5,-0.07
376000,88.1,2.54,-0.1
377000,88.1,2.57,-0.1
378000,88.1,2.6,-0.09
379000,88.1,2.75,-0.09
380000,88.1,2.8,-0.02
381000,88.1,2.69,0.04
382000,87.8,2.81,0.02
383000,87.6,2.38,-0.04
384000,86.6,2.68,0.15
385000,84.4,3.27,0.21
386000,79.7,3.43,0.02
387000,73,2.92,-0.11
388000,64.9,2.97,-0.01
389000,55.4,2.9,-0.1
390000,45.3,3.08,-0.1
391000,34.8,2.65,0.01
392000,24,2.92,0.02
393000,15.3,3.07,-0.31
394000,10.8,3.24,-0.23
395000,6.5,3.02,-0.23
396000,3.5,3.2,0.13
397000,1.9,2.4,0.24
398000,0.4,4.44,0.54
399000,0.2,3.3,0.7
400000,359.3,3.07,0.68
401000,358.9,3.12,0.81
402000,357.6,2.8,0.88
403000,356.4,2.6,0.69
404000,356.4,3.55,0.58
405000,356,2.79,0.62
406000,356.5,2.67,0.74
407000,356.9,2.9,0.81
408000,356.7,3.14,0.49
409000,358.1,2.92,0.66
410000,357.8,2.78,0.56
411000,356.1,2.57,0.45
412000,356.8,2.86,0.22
413000,356.5,2.94,0.34
414000,356.5,2.5,0.3
415000,356.6,2.52,0.55
416000,356.3,2.74,0.45
417000,356.7,2.54,0.42
418000,357,1.76,0.48
419000,355.7,1.85,0.38
420000,354.7,2.59,0.37
421000,355.8,3.07,0.36
422000,358,2.79,0.55
423000,3.1,2.57,0.55
424000,9.9,2.24,1.08
425000,16.7,2.2,0.88
426000,23.9,2.02,0.82
427000,32.5,2.32,0.85
428000,42.4,2.44,0.69
429000,53.4,2.57,0.83
430000,64.2,2.89,0.49
431000,73.5,2.85,0.44
432000,78.3,3.21,0.32
433000,81.2,3.56,0.22
434000,83.4,3.48,-0.13
435000,86.7,3.07,-0.18
436000,88.1,3.1,-0.35
437000,89.5,2.91,-0.6
438000,89.2,3.27,-0.48
439000,88,3.05,-0.33
440000,87,3.13,-0.29
441000,86.3,3.32,-0.32
442000,86.5,3.12,-0.4
443000,86.2,3.44,-0.43
444000,86.3,3.38,-0.55
445000,86.5,2.91,-0.56
446000,86.8,2.68,-0.66
447000,87,3.35,-0.63
448000,86.7,4.02,-0.52
449000,86.5,3.48,-0.18
450000,86.5,3.05,-0.3
451000,86.5,3.18,-0.22
452000,86.5,3.52,-0.41
453000,87.3,3.72,-0.34
454000,87.2,3.54,-0.05
455000,87.3,3.61,-0.11
456000,87,3.44,0.1
457000,86.9,3.77,0.08
458000,87,3.55,-0.09
459000,86.1,3.89,0.04
460000,86,3.56,0.26
461000,86,3.81,0.22
462000,86.7,4.02,0.02
463000,86.7,4.03,0.07
464000,86.8,3.49,0.01
465000,86.2,3.27,0.3
466000,87,3.54,0.21
467000,87,3.71,0.51
468000,86.9,3.31,0.51
469000,86.5,2.99,0.26
470000,86.1,3.59,0.14
471000,86.1,3.81,-0.13
472000,86.2,3.18,0.13
473000,85,3.25,0.2
474000,86.5,3.26,0.05
475000,86.3,3.56,0.18
476000,87,3.9,0.03
477000,86.8,3.97,0
478000,87.2,3.61,-0.26
479000,89.6,3.55,-0.09
480000,95.1,3.32,0.19
481000,101.9,1.89,0.52
482000,109.6,1.81,0.43
483000,118.3,2.03,0.32
484000,126.5,3.13,0.11
485000,135.6,3.58,0.42
486000,144.5,3.55,1.04
487000,153.9,3.2,0.67
488000,163,2.92,1.03
489000,172.3,3.49,0.29
490000,177.5,3.59,0.08
491000,179.1,3.66,0.04
492000,179,3.35,-0.07
493000,178.3,3.75,-0.1
494000,178.5,3.53,0.09
495000,178.4,3.21,0.21
496000,177.4,3.21,0.33
497000,176.4,2.88,0.1
498000,176.6,3.12,0.11
499000,176.4,3.61,0.16
500000,176.6,3.7,0.2
501000,175.8,3.67,0.32
502000,176,3.66,-0.09
503000,176.1,3.57,-0.09
504000,175.8,3.89,-0.11
505000,175.7,3.61,-0.2
506000,176.2,3.36,-0.34
507000,176.3,3.32,-0.14
508000,176.5,3.83,-0.08
509000,176.6,3.34,-0.04
510000,176.6,3.63,0.04
511000,176.2,3.48,-0.11
512000,176.7,3.48,-0.05
513000,176.9,3.55,0.02
514000,176,3.3,-0.03
515000,176,3.59,0.07
516000,176.1,3.49,-0.12
517000,176.3,3.48,-0.02
518000,176.1,3.36,0.13
519000,176.2,3.46,-0.33
520000,176.6,3.57,-0.26
521000,176.7,3.19,-0.44
522000,176.5,3.39,-0.26
523000,176.5,3.43,-0.33
524000,176.6,3.74,-0.19
525000,176.2,3.39,-0.24
526000,176,3.46,-0.19
527000,175.5,2.94,-0.3
528000,175.9,3.16,-0.34
529000,176.1,2.96,-0.24
530000,176.7,2.88,-0.13
531000,177.5,3.13,-0.04
532000,177.4,3.3,-0.08
533000,177,2.88,0.08
534000,176.9,3.47,0.49
535000,176,3.76,0.35
536000,175.7,3.35,0.13
537000,176.7,3.42,-0.13
538000,176.5,3.34,-0.08
539000,175.4,3.09,-0.05
540000,175.7,3.11,-0.09
541000,176.4,3.12,0.01
542000,177.1,3.27,0.08
543000,177.4,3.41,0.07
544000,177.4,3.33,0.15
545000,177.3,3.58,0.36
546000,176.6,3.5,0.27
547000,175.6,3.65,0.08
548000,176,3.61,0.12
549000,177,3.22,-0.02
550000,177,3.68,0.02
551000,176.2,3.43,0.2
552000,176.1,3.33,0.12
553000,176.4,3.54,0.22
554000,176.2,3.39,0.24
555000,176.1,3.13,0.13
556000,176.2,3.13,0.02
557000,176.5,3.41,0.11
558000,176.9,3.48,-0.03
559000,176.8,3.21,0.1
560000,176.6,3.43,-0.13
561000,176.3,3.54,0.04
562000,176,3.24,0.16
563000,176.4,3.27,0.04
564000,176.4,3.32,-0.15
565000,176.5,3.23,-0.27
566000,176.2,3.35,-0.31
567000,176.5,3.12,-0.22
568000,176.7,3.74,-0.19
569000,176.6,3.41,0.09
570000,177.1,3.81,0.27
571000,176.7,3.94,0.4
572000,176.6,3.58,0.32
573000,176.8,3.49,0.12
574000,176.4,3.34,0.18
575000,175.2,3.61,0.07
576000,175.9,3.53,0.11
577000,176.4,3.52,-0.1
578000,176.8,3.6,0.22
579000,177.1,3.49,-0.02
580000,176.1,3.57,0.21
581000,175.9,3.56,-0.11
582000,176.4,3.53,-0.02
583000,176.4,3.55,-0.1
584000,176.2,3.47,-0.05
585000,176.3,3.46,-0.2
586000,176.4,3.49,-0.13
587000,176.5,3.87,-0.25
588000,176.7,3.67,-0.12
589000,176.8,3.68,0.03
590000,176,3.79,0.16
591000,175.8,3.18,0.09
592000,176.2,3.28,-0.25
593000,175.8,3.37,0.01
594000,176.4,3.3,-0.14
595000,177.6,3.35,-0.31
596000,176.8,3.81,0.07
597000,176,3.5,0.18
598000,176.4,3.21,0.09
599000,176.8,3.49,0.01
600000,176.6,3.28,0.19
601000,175.8,3.38,0.32
602000,176.4,3.42,0.05
603000,176.3,3.48,-0.05
604000,176.2,3.49,-0.11
605000,176.4,3.22,0
606000,176.5,3.77,-0.01
607000,176.5,3.61,0.11
608000,176.8,3.15,0.1
609000,176.9,3.3,-0.08
610000,175.9,3.35,0.02
611000,175.7,2.96,-0.25
612000,175.9,3.31,-0.02
613000,176.4,3.22,-0.08
614000,177,3.26,-0.15
615000,176.8,3.39,0.07
616000,176.2,3.19,0.16
617000,176.5,3.41,0.23
618000,176.6,3.28,0.07
619000,176.8,3.16,-0.09
620000,176.9,3.65,0.07
621000,176.9,3.59,0.4
622000,175.1,3.63,0.09
623000,175.5,3.15,-0.18
624000,177.1,3.41,-0.31
625000,177.9,3.26,-0.29
626000,177.2,3.12,-0.1
627000,177.2,3.7,-0.07
628000,176.3,3.55,-0.01
629000,176,3.6,-0.01
630000,176.4,3.52,0.14
631000,176.8,3.44,0.16
632000,176.6,3.57,0.12
633000,176.5,3.6,0.18
634000,175.8,3.77,0.41
636000,175.6,3.21,-0.04
637000,175.7,2.69,0.35
638000,177.1,3.09,0.03
639000,180.6,3.12,0.41
640000,182.9,2.58,0.63
641000,188.5,2.32,1.3
642000,186,1.88,1.11
643000,186.3,1.22,0.6
644000,192.5,1.66,0.85
645000,198.7,1.41,0.73
646000,202.8,1.32,0.79
647000,203.4,2.55,0.77
648000,203.7,1.81,0.81
649000,203.8,2.04,0.8
650000,203.8,2.09,0.8
651000,203.9,2.11,0.82
652000,203.9,2.11,0.79
653000,204,2.12,0.81
654000,204.1,2.08,0.82
655000,204.1,2.07,0.8
656000,204.1,2.09,0.83
657000,204.2,2.05,0.8
658000,204.2,2,0.77
659000,204.2,1.97,0.74
660000,204.3,1.85,0.74
661000,204.3,1.64,0.78
662000,204.3,1.45,0.75
663000,204.3,1.58,0.73
664000,204.4,1.45,0.75
665000,204.3,1.41,0.75
666000,204.3,1.2,0.78
667000,204.3,1.18,0.81
668000,204.3,1.24,0.82
669000,204.2,1.1,0.76
670000,204.5,1.03,0.89
671000,204.2,1.19,0.74
672000,204.3,1.11,0.85
673000,204.2,1.14,0.82
674000,204.3,1.48,0.75
675000,204.3,1.18,0.79
676000,204.4,1.24,0.85
677000,204.3,1.26,0.76
678000,204.3,1.24,0.82
679000,204.3,1.3,0.76
680000,204.3,1.2,0.85
681000,204.2,1.24,0.8
682000,204.4,1.27,0.69
683000,204.4,1.41,0.9
684000,204.1,1.29,0.8
685000,204.1,1.27,0.77
686000,204.4,1.27,0.86
687000,204.1,1.31,0.8
688000,204.2,1.34,0.78
689000,204.2,1.32,0.83
690000,204.2,1.32,0.82
691000,204.2,1.25,0.74
692000,204.2,1.22,0.79
693000,204.2,1.26,0.78
694000,204.2,1.24,0.83
695000,204,1.43,0.74
696000,204.2,1.75,0.83
697000,204.1,1.88,0.83
698000,204.1,1.94,0.82
699000,204.1,1.92,0.83
700000,204.1,1.86,0.82
701000,204.1,1.83,0.77
702000,204.2,1.78,0.78
703000,204.2,1.71,0.76
704000,204.2,1.72,0.83
705000,204.2,1.77,0.81
706000,204.2,1.86,0.83
707000,204.1,1.98,0.76
708000,204.4,1.87,0.81
709000,204.4,1.68,0.81
710000,203.9,1.98,0.83
711000,201.7,1.89,0.56
712000,198.6,2.4,0.64
713000,194.3,2.55,0.91
714000,189,2.77,0.97
715000,182.6,2.77,1.03
716000,175.8,3,1.03
717000,168.2,3.23,1.13
718000,161.1,2.76,1.19
719000,157.8,2.71,0.78
720000,158.2,2.96,1.01
721000,160.3,3.25,0.98
722000,163,3.02,1.31
723000,166.6,2.6,1.07
724000,169.5,2.54,0.78
725000,172.4,2.92,0.81
726000,175.5,2.6,0.77
727000,177.7,2.72,0.82
728000,177.3,2.76,0.86
729000,176.5,2.58,0.69
730000,177.1,2.8,0.66
731000,176.9,2.47,0.79
732000,176,2.52,0.85
733000,175.8,2.5,0.86
734000,175.7,2.74,0.81
735000,175.6,2.24,0.83
736000,175.9,2.46,0.82
737000,175.8,2.5,0.87
738000,176.4,2.43,0.96
739000,176.4,2.65,1
740000,176.6,2.2,0.76
741000,176.6,2.56,0.78
742000,176,2.38,0.89
743000,176.3,2.48,0.86
744000,176.5,2.69,0.65
745000,176.3,2.47,0.74
746000,176.6,2.53,0.66
747000,176.8,2.21,0.65
748000,177.3,2.5,0.71
749000,176.3,2.31,0.77
750000,176.6,2.26,0.78
751000,176.6,2.2,0.78
752000,177,1.91,0.82
753000,176.3,2.31,0.76
754000,174,2.35,0.86
755000,167.4,2.03,0.77
756000,158.9,2.43,0.8
757000,147.6,2.4,0.62
758000,134.6,2.12,-0.55
759000,122.4,3.34,-0.4
760000,111.8,2.85,0.91
761000,101.6,2.98,0.97
762000,94.2,3.21,0.9
763000,89.1,2.94,0.8
764000,87.9,3.21,0.89
765000,87.7,3.21,0.93
766000,88.1,3.16,0.97
767000,88.3,3.07,0.97
768000,87.8,2.72,0.91
769000,87.1,2.81,0.94
770000,86.4,2.97,0.97
771000,86.4,2.66,0.97
772000,86.5,2.76,0.94
773000,86.9,2.49,0.86
774000,87.2,2.76,1.02
775000,85.8,2.49,0.89
776000,86.3,2.44,0.8
777000,85.8,2.53,0.94
778000,85.8,2.41,0.92
779000,86.4,2.18,0.82
780000,88.3,2.44,0.86
781000,89.1,2.58,0.9
782000,87.6,2.32,0.87
783000,87,2.35,0.81
784000,86.8,2.71,0.86
785000,86.9,2.35,0.79
786000,86.6,2.57,0.88
787000,86,2.59,0.91
788000,86.3,2.64,0.81
789000,87,2.3,0.76
790000,86.9,2.65,0.89
791000,86.7,2.6,0.77
792000,86.6,2.57,0.79
793000,86.5,2.38,0.74
794000,86.5,2.61,0.8
795000,86.6,2.63,0.88
796000,86.3,2.26,0.85
797000,87,2.53,0.81
798000,86.8,2.57,0.91
799000,86.4,2.6,0.87
800000,86.4,2.33,0.82
801000,86.6,2.54,0.86
802000,86.4,2.53,0.89
803000,86.4,2.55,0.88
804000,86.6,2.53,0.86
805000,86.5,2.48,0.86
806000,86.4,2.58,0.83
807000,86.2,2.58,0.81
808000,85.9,2.77,0.81
809000,86.1,2.5,0.81
810000,86.3,2.45,0.89
811000,86.5,2.5,0.76
812000,86.5,2.56,0.75
813000,86.5,2.41,0.78
814000,86.4,2.67,0.79
815000,86.2,2.71,0.77
816000,86.2,2.64,0.75
817000,86.6,2.48,0.71
818000,86.7,2.55,0.75
819000,86.7,2.67,0.75
820000,87,2.58,0.71
821000,86.7,2.72,0.8
822000,86.5,2.66,0.82
823000,86.6,2.49,0.86
824000,86.1,2.72,0.81
825000,85.8,2.68,0.81
826000,85.8,2.6,0.88
827000,86,2.52,0.86
828000,85.9,2.68,0.89
829000,85.9,2.68,0.83
830000,86.5,2.6,0.82
831000,86.6,2.59,0.74
832000,86.8,2.7,0.89
833000,87.2,2.61,0.85
834000,87.1,2.53,0.83
835000,86.4,2.48,0.85
836000,86.4,2.46,0.87
837000,86.7,2.53,0.83
838000,86.6,2.4,0.86
839000,86.7,2.46,0.82
840000,86.8,2.34,0.78
841000,86.7,2.26,0.79
842000,86.3,2.45,0.81
843000,85.6,2.46,0.81
844000,85.5,2.53,0.85
845000,86,2.4,0.85
846000,86.1,2.46,0.94
847000,86.6,2.3,0.9
848000,86.9,2.85,0.7
849000,86.9,2.57,0.83
850000,86.7,2.52,0.86
851000,86.8,2.52,0.82
852000,86.7,2.64,0.81
853000,86.3,2.41,0.85
854000,86.1,2.54,0.86
855000,86.2,2.56,0.87
856000,86,2.6,0.83
857000,85.7,2.47,0.79
858000,86,2.43,0.7
859000,86.9,2.58,0.77
860000,86.9,2.57,0.85
861000,86.3,2.43,0.81
862000,86.9,2.54,0.66
863000,86.3,2.48,0.83
864000,86.9,2.53,0.73
865000,86.5,2.47,0.81
866000,85.9,2.6,0.79
867000,85.7,2.53,0.83
868000,86.3,2.55,0.82
869000,86.9,2.61,0.89
870000,86.3,2.6,0.85
871000,86.6,2.79,0.81
872000,86.4,2.86,0.87
873000,85.9,2.7,0.82
874000,87.1,2.66,0.94
875000,86.9,2.59,0.81
876000,87.1,2.63,0.85
877000,86.6,2.4,0.85
878000,86.2,2.52,0.88
879000,86.7,2.64,0.87
880000,86.2,2.6,0.87
881000,86.3,2.49,0.83
882000,85.4,2.33,0.87
883000,87.4,2.44,0.66
884000,96.8,1.89,0.66
885000,109.6,1.97,0.63
886000,123.4,2.24,0.27
887000,137.1,2.04,0.46
888000,151.7,2.43,0.1
889000,165,2.24,0.15
890000,172.9,2.52,0.22
891000,178,2.03,0.18
892000,179.5,2.38,0.26
893000,180.1,1.87,0.32
894000,178.4,1.97,0.38
895000,177.6,1.78,0.27
896000,177.2,1.96,0.36
897000,177.2,2.77,0.41
898000,177.2,2.64,0.4
899000,177.1,2.58,0.4
900000,177.1,2.58,0.44
901000,177.2,2.59,0.45
902000,177.2,2.59,0.47
903000,177.2,2.61,0.47
904000,177.2,2.61,0.45
905000,177.2,2.63,0.45
906000,177.2,2.6,0.48
907000,177.1,2.6,0.47
908000,177.1,2.61,0.51
909000,177.1,2.6,0.49
910000,177.1,2.65,0.49
911000,177.1,2.58,0.53
912000,177.1,2.59,0.54
913000,177.1,2.63,0.52
914000,177.1,2.63,0.52
915000,177.1,2.65,0.54
916000,177.1,2.6,0.59
917000,177.1,2.6,0.57
918000,177.1,2.64,0.57
919000,177.1,2.6,0.56
920000,177.1,2.63,0.58
921000,177.1,2.58,0.58
922000,177,2.61,0.56
923000,177,2.63,0.56
924000,177,2.63,0.56
925000,177,2.6,0.57
926000,177,2.61,0.59
927000,177,2.63,0.63
928000,177,2.65,0.58
929000,177,2.64,0.63
930000,177,2.61,0.6
