Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42
#,id,flight,phase,time,msl_altitude,indicated_airspeed,vertical_airspeed,tas,heading,course,pitch_attitude,roll_attitude,eng_1_rpm,vertical_acceleration,longitudinal_acceleration,lateral_acceleration,oat,groundspeed,latitude,longitude,nav_1_freq,nav_2_freq,obs_1,fuel_quantity_left_main,fuel_quantity_right_main,eng_1_fuel_flow,eng_1_oil_press,eng_1_oil_temp,eng_1_cht_1,eng_1_cht_2,eng_1_cht_3,eng_1_cht_4,eng_1_egt_1,eng_1_egt_2,eng_1_egt_3,eng_1_egt_4,system_1_volts,system_2_volts,system_1_amps,system_2_amps,
#min,3.71E+07,13588,0,0,833.6,-1.07,-1310.03,0,0,0,-7.42,-30.92,620.3,0,-0.33,-0.21,11,0,47.6457,-97.825,114.3,108.4,17,11.07,15.84,1.64,49.06,133.73,159.1,135.65,159.78,150,881.4,649.33,922.43,625.94,24.3,24.4,-14.1,-0.7,
#max,3.71E+07,13588,0.00E+00,5.53E+06,3984,117.9,1570.7,126,359.8,359.9,17.07,30.08,2625.3,0.00E+00,0.44,0.14,20.8,126.95,47.9504,0.00E+00,114.3,108.4,330,23.58,22.67,16.44,73.58,165.56,339.92,335.58,348.46,353.38,1521.49,1494.28,1525.81,1523.77,28.2,28.2,12.7,0.8,
#avg,3.71E+07,13588,0,2.75E+06,2183.69,66.7928,-1.37067,70.4452,186.512,172.651,2.27305,-0.762514,1877.69,0,0.00307223,-0.00732681,15.9902,70.2032,47.8214,-97.4261,114.3,108.4,136.631,16.9617,19.4259,7.05491,64.0861,155.119,299.008,283.751,303.062,300.466,1252.21,1228.1,1258.54,1234.45,27.9059,27.9031,0.738537,0.0615555,
#dev,1353.25,0,0,1.39E+06,1029.86,34.9273,239.39,37.0052,94.9137,88.1578,2.25102,3.69389,557.98,0,0.043949,0.0187516,2.75826,36.4106,0.0904676,0.194589,1.56E-13,1.10E-11,77.7922,2.59181,0.859054,3.42524,5.58041,6.81199,25.5113,27.6003,24.3813,32.4286,152.986,150.204,157.513,162.741,0.347428,0.341534,1.34132,0.0651902,
#min,delta,1,0,0,1,-36.2,-24.96,-518.35,-25,-359.7,-359.8,-5.27,-16.59,-493.4,0,-0.6,-0.23,-0.3,-6.43,-0.0009231,-0.0011521,0,0,-313,-0.42,-0.67,-4.74,-6.76,-0.15,-1.68,-1.71,-1.64,-1.68,-47.94,-67.58,-37.25,-83.21,-1.5,-1.5,-12.8,-0.6
#max,delta,1,0.00E+00,0.00E+00,2000,34.8,23.86,563.03,25,359.3,359.7,5.76,14.09,883.9,0.00E+00,0.45,0.26,0.3,5.76,0.0009117,0.0014954,0.00E+00,0.00E+00,55,0.65,0.4,11.21,13.89,0.25,1.64,1.65,1.55,1.72,43.42,69.77,40.84,78.96,2.9,3.1,15.9,0.7
#avg,delta,1,0,0,1021.61,-0.00110844,-2.65E-19,-0.00582117,0,-0.0322926,-0.0164419,0.000153335,-0.00014964,-0.0851838,0,-1.85E-06,-1.85E-06,-0.000129318,0,-1.62E-08,1.16E-07,0,0,-0.0359874,-0.00146869,-0.000556069,-0.000205062,-0.00175688,0.00222612,0.0239091,0.0248513,0.0254868,0.0229595,0.00465361,0.012688,0.00833918,0.00445963,-0.000387955,-0.000369481,-0.00456309,-0.000147792
#dev,delta,2,0,0,2043.23,4.37457,0.609315,54.9587,0.651025,2.92057,2.40613,0.37514,0.969006,13.5521,0,0.0571829,0.0204308,0.0137009,0.412149,0.000173611,0.000357157,0,0,0.303317,0.0485852,0.0531421,0.0997518,0.323179,0.0288251,0.237742,0.237494,0.226622,0.240453,2.17129,2.52282,2.05622,2.70052,0.0424271,0.0359512,0.199363,0.0470827
,37123779,13588,0,0,848.8,0,17.2,0,354.6,266.2,2.4,0.46,1185.5,0,0,0,19.5,0,47.9485893,-97.1724243,114.3,108.4,228.2,21.6,19.57,3.01,59.68,144.77,159.1,135.65,159.78,150,983.3,977.64,963.53,995.41,27.9,27.9,12.3,0.8,
,37123780,13588,0,1,851.2,0,20.65,0,354.6,266.2,2.4,0.46,1185.3,0,-0.02,-0.02,19.5,0,47.9485855,-97.1724396,114.3,108.4,228.2,21.6,19.57,3.01,59.63,144.76,159.14,135.7,159.84,150.03,984.84,977.91,964.04,995.65,28,27.9,12.4,0.8,
,37123781,13588,0,2000,854.2,0,-4.82,0,354.7,266.2,2.36,0.45,1185.5,0,-0.02,-0.01,19.5,0,47.9485855,-97.1724396,114.3,108.4,228.2,21.6,19.57,3.01,59.72,144.65,160,136.27,160.55,150.57,998.41,983.72,973.55,998.59,27.9,27.9,12.3,0.8,
,37123782,13588,0,3000,853.1,0,1.3,0,354.7,266.2,2.41,0.47,1197.6,0,0,-0.02,19.5,0,47.9485779,-97.1724396,114.3,108.4,228.2,21.6,19.57,3.03,60.02,144.59,160.56,136.67,161.08,150.98,1005.18,986.25,978.06,1001.82,28,27.9,12.3,0.8,
,37123783,13588,0,4000,853,0,-6.84,0,354.8,266.2,2.42,0.47,1217,0,-0.02,0,19.5,0,47.9485779,-97.1724396,114.3,108.4,228.2,21.6,19.57,3.02,60.19,144.52,161.06,137.1,161.51,151.34,1011.76,989.68,982.49,1004.88,27.9,27.9,12.3,0.8,
,37123784,13588,0,5000,853.4,0,-0.43,0,354.8,266.2,2.38,0.46,1225.2,0,0,0,19.5,0,47.9485779,-97.1724396,114.3,108.4,228.2,21.65,19.57,3.01,60.23,144.45,161.45,137.34,161.84,151.55,1017.88,993.79,987,1007.98,28,27.9,12.1,0.7,
,37123785,13588,0,6000,858.8,0,-6.75,0,354.7,266.2,2.35,0.44,1222.5,0,-0.01,0,19.5,0,47.9485741,-97.1724243,114.3,108.4,228.2,21.65,19.62,3.05,60.14,144.38,161.95,137.68,162.26,151.89,1023.97,998.07,992.65,1011.71,28,27.9,12.2,0.8,
,37123786,13588,0,7000,856.1,0,-1.42,0,354.8,266.2,2.35,0.48,1226.5,0,-0.02,-0.01,19.5,0,47.9485779,-97.1724396,114.3,108.4,228.2,21.65,19.62,3,60.22,144.29,162.58,138.13,162.81,152.33,1028.79,1001.8,998.94,1014.45,28,27.9,12.2,0.8,
,37123787,13588,0,8000,858.5,0,-0.05,0,354.8,266.2,2.44,0.46,1231.7,0,0.04,-0.01,19.5,0,47.9485741,-97.1724396,114.3,108.4,228.2,21.65,19.62,2.97,60.4,144.22,163.06,138.55,163.32,152.7,1033.14,1005.08,1003.44,1017.25,28,27.9,12,0.8,
,37123788,13588,0,9000,859.6,0,5.51,0,354.8,266.2,2.37,0.47,1233.3,0,0,0,19.5,0,47.9485741,-97.1724396,114.3,108.4,228.2,21.65,19.57,2.95,60.23,144.14,163.66,138.94,163.79,153.07,1039.13,1007.02,1009.45,1020.47,28,27.9,12.1,0.7,
,37123789,13588,0,10000,860,0,12.25,0,354.7,266.2,2.37,0.43,1228,0,0.01,-0.02,19.5,0,47.9485779,-97.1724396,114.3,108.4,228.2,21.65,19.52,2.99,60.22,144.06,164.22,139.33,164.25,153.46,1043.82,1009.11,1013.33,1025.13,28,27.9,12,0.7,
,37123790,13588,0,11000,860.7,0,1.03,0,354.7,266.2,2.36,0.38,1227.1,0,0,0,19.5,0,47.9485779,-97.1724243,114.3,108.4,228.2,21.71,19.52,2.97,60.23,143.98,164.76,139.73,164.77,153.82,1047.95,1011.49,1016.27,1028.63,28,27.9,12.1,0.8,
,37123791,13588,0,12000,853.2,0,-0.58,0,354.7,266.2,2.38,0.49,1220.9,0,0.05,0,19.5,0,47.9485855,-97.1724396,114.3,108.4,228.2,21.65,19.52,2.95,60.1,143.9,165.46,140.29,165.39,154.34,1051.65,1013.8,1018.87,1031.97,28,27.9,12,0.7,
,37123792,13588,0,13000,853.2,0,-53.55,0,354.7,266.2,2.36,0.51,1215.8,0,-0.03,-0.01,19.5,0,47.9485855,-97.1724396,114.3,108.4,228.2,21.65,19.52,2.94,59.97,143.82,166.05,140.7,165.9,154.75,1055.17,1016.57,1020.89,1034.29,28,27.9,12,0.7,
,37123793,13588,0,14000,853.9,0,-33.48,0,354.7,266.2,2.42,0.58,1205.6,0,0.06,0,19.5,0,47.9485855,-97.1724396,114.3,108.4,228.2,21.65,19.52,2.93,59.86,143.73,166.61,141.12,166.44,155.16,1059.27,1018.65,1023.11,1035.8,27.9,27.9,11.8,0.7,
,37123794,13588,0,15000,853.9,0,-19.37,0,354.7,266.2,2.33,0.56,1169.8,0,-0.04,0,19.5,0,47.9485855,-97.1724396,114.3,108.4,228.2,21.65,19.52,2.97,58.84,143.65,167.24,141.57,166.95,155.59,1063.27,1019.57,1024.43,1037.59,27.9,27.9,11.6,0.7,
,37123795,13588,0,16000,853.4,0,-46.48,0,354.7,266.2,2.37,0.56,1082.4,0,-0.02,0,19.5,0,47.9485855,-97.1724396,114.3,108.4,228.2,21.71,19.41,2.91,57.72,143.57,167.83,142.02,167.49,156.03,1062.75,1021.14,1022.89,1039.92,27.9,27.9,11.5,0.7,
,37123796,13588,0,17000,851.1,0,-54.04,0,354.7,266.2,2.38,0.57,1037.4,0,-0.01,0,19.5,0,47.9485931,-97.1724243,114.3,108.4,228.2,21.71,19.41,2.87,57.14,143.49,168.48,142.49,168.04,156.46,1058.13,1021.08,1020.83,1040.86,27.9,27.9,11.3,0.7,
,37123797,13588,0,18000,851,0,-6.74,0,354.7,266.2,2.35,0.47,1029.7,0,-0.03,-0.01,19.5,0,47.9485931,-97.1724243,114.3,108.4,228.2,21.71,19.41,2.88,57.44,143.42,169.09,142.93,168.58,156.9,1051.74,1022.3,1019.6,1039.03,27.9,27.9,11.2,0.7,
,37123798,13588,0,19000,851,0,29.39,0,354.8,266.2,2.42,0.55,1031,0,0,-0.01,19.5,0,47.9485931,-97.1724243,114.3,108.4,228.2,21.71,19.41,2.91,57.33,143.36,169.75,143.52,169.28,157.48,1044.95,1022.4,1017.8,1037.41,27.9,27.9,11.4,0.6,
,37123799,13588,0,20000,850.9,0,69.88,0,354.7,266.2,2.4,0.52,1022.8,0,0,0,19.5,0,47.9485931,-97.1724396,114.3,108.4,228.2,21.71,19.41,2.85,57.28,143.3,170.48,144.01,169.84,157.95,1038.8,1024.18,1015.27,1035.74,27.9,27.9,11.4,0.7,
,37123800,13588,0,21000,851.8,0,30.53,0,354.7,266.2,2.42,0.43,1026.4,0,0.01,-0.01,19.5,0,47.9485931,-97.1724243,114.3,108.4,228.2,21.76,19.36,2.86,57.32,143.25,171.1,144.47,170.41,158.43,1035.16,1025.25,1014.2,1032.73,27.9,27.9,11.2,0.6,
,37123801,13588,0,22000,852.3,0,25.62,0,354.7,266.2,2.44,0.49,1027,0,0.03,0,19.5,0,47.9485931,-97.1724243,114.3,108.4,228.2,21.78,19.36,2.83,57.29,143.19,171.65,144.97,170.95,158.91,1031.57,1026.93,1014.34,1031.83,27.9,27.9,11.1,0.6,
,37123802,13588,0,23000,854.8,0,11.37,0,354.7,266.2,2.44,0.48,1029.2,0,-0.02,0.01,19.5,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.78,19.41,2.92,57.37,143.13,172.35,145.43,171.49,159.37,1028.42,1027.14,1014.52,1032.48,27.9,27.9,11.2,0.7,
,37123803,13588,0,24000,854.9,0,1.86,0,354.7,266.2,2.43,0.45,1028.2,0,0,-0.01,19.5,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.78,19.41,2.89,57.29,143.07,173.08,146,172.13,159.98,1025.16,1026.81,1013.02,1034.22,27.9,27.9,11.1,0.6,
,37123804,13588,0,25000,855,0,0.68,0,354.7,266.2,2.41,0.47,1031.1,0,-0.01,0,19.5,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.78,19.46,2.9,57.51,143.01,173.71,146.53,172.73,160.43,1022.77,1028,1013.3,1034.68,27.9,27.9,11.1,0.6,
,37123805,13588,0,26000,855.7,0,21.41,0,354.7,266.2,2.48,0.46,1042.3,0,-0.01,0,19.5,0,47.9485931,-97.1724396,114.3,108.4,228.2,21.76,19.41,2.89,57.57,142.94,173.7,146.41,172.62,160.32,1019.85,1028.98,1012.58,1033.72,27.9,27.9,11.3,0.6,
,37123806,13588,0,28000,855.6,0,17.06,0,354.7,266.2,2.45,0.45,1029.5,0,-0.01,-0.01,19.5,0,47.9485931,-97.1724396,114.3,108.4,228.2,21.76,19.46,2.9,57.36,142.83,174.7,147.16,173.55,161.02,1019.3,1029.6,1015.41,1034.82,27.9,27.9,11,0.5,
,37123807,13588,0,29000,855.6,0,-1.8,0,354.7,266.2,2.45,0.41,1036.6,0,0,-0.01,19.5,0,47.9485931,-97.1724396,114.3,108.4,228.2,21.76,19.46,2.94,57.55,142.78,175.33,147.62,174.03,161.54,1020.39,1030.58,1016.76,1035.47,27.9,27.9,10.9,0.6,
,37123808,13588,0,30000,851.1,0,-24.8,0,354.8,266.2,2.42,0.55,1035.6,0,0.02,-0.01,19.5,0,47.9485931,-97.1724396,114.3,108.4,228.2,21.76,19.46,2.87,57.48,142.71,175.96,148.15,174.57,162.02,1020.68,1031.4,1018.52,1036.36,27.9,27.9,11,0.6,
,37123809,13588,0,31000,851.2,0,-67.24,0,354.7,266.2,2.38,0.53,1040.7,0,-0.01,-0.02,19.5,0,47.9485931,-97.1724396,114.3,108.4,228.2,21.71,19.46,2.91,57.62,142.65,176.64,148.71,175.22,162.61,1020.56,1032.35,1019.27,1038.48,27.9,27.9,10.7,0.5,
,37123810,13588,0,32000,851.2,0,-52.81,0,354.7,266.2,2.41,0.54,1046.1,0,0.01,-0.02,19.5,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.76,19.46,2.88,57.68,142.59,177.3,149.25,175.8,163.12,1021.18,1034.68,1018.8,1039.62,27.9,27.9,10.8,0.6,
,37123811,13588,0,33000,850.5,0,-50.97,0,354.7,266.2,2.41,0.52,1043.4,0,0.02,-0.01,19.5,0,47.9485931,-97.1724396,114.3,108.4,228.2,21.76,19.46,2.92,57.56,142.52,177.91,149.76,176.32,163.64,1022.63,1036.9,1018.95,1040.91,27.9,27.9,10.9,0.6,
,37123812,13588,0,34000,848.8,0,-49.16,0,354.7,266.2,2.42,0.49,1043.8,0,-0.03,-0.01,19.5,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.76,19.46,2.88,57.66,142.46,178.56,150.22,176.89,164.09,1022.58,1037.54,1021.03,1040.75,27.9,27.9,10.5,0.6,
,37123813,13588,0,35000,848.8,0,-3.57,0,354.8,266.2,2.45,0.51,1038.5,0,-0.01,0.01,19.5,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.76,19.46,2.88,57.52,142.4,179.17,150.69,177.4,164.6,1022.73,1036.78,1020.5,1040.47,27.9,27.9,10.6,0.6,
,37123814,13588,0,36000,848.6,0,22.19,0,354.7,266.2,2.43,0.44,1048,0,-0.01,-0.01,19.5,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.76,19.52,2.9,57.73,142.33,179.88,151.3,178.01,165.2,1023.59,1036.05,1019.93,1040.28,27.9,27.9,10.6,0.6,
,37123815,13588,0,37000,850,0,21.93,0,354.8,266.2,2.41,0.52,1049.9,0,0.02,0.01,19.5,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.71,19.52,2.9,57.73,142.27,180.39,151.69,178.52,165.59,1023.58,1035.61,1018.58,1039.88,27.9,27.9,10.7,0.6,
,37123816,13588,0,38000,849.9,0,6.9,0,354.7,266.2,2.38,0.48,1056.6,0,-0.05,0,19.5,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.76,19.52,2.89,57.75,142.19,181.1,152.34,179.08,166.16,1024.88,1034.11,1018.36,1040.98,27.9,27.9,10.5,0.5,
,37123817,13588,0,39000,849.2,0,0.9,0,354.7,266.2,2.42,0.51,1052.1,0,0.01,-0.01,19.5,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.76,19.52,2.89,57.83,142.14,181.68,152.79,179.64,166.68,1026.29,1032.52,1020.56,1042.47,27.9,27.9,10.4,0.5,
,37123818,13588,0,40000,849.3,0,-2.11,0,354.7,266.2,2.41,0.48,1043.4,0,0,-0.01,19.5,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.76,19.52,2.86,57.51,142.07,182.3,153.29,180.21,167.19,1026.51,1032.38,1022.06,1046.57,27.9,27.9,10.4,0.5,
,37123819,13588,0,41000,849.2,0,12,0,354.7,266.2,2.38,0.53,1042.4,0,-0.01,-0.01,19.5,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.76,19.52,2.89,57.55,142,182.84,153.84,180.7,167.66,1027.78,1031.84,1022.88,1048.25,27.9,27.9,10.5,0.5,
,37123820,13588,0,42000,851.8,0,-8.59,0,354.7,266.2,2.38,0.52,1038.2,0,-0.02,-0.02,19.5,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.71,19.52,2.86,57.54,141.94,183.53,154.3,181.23,168.17,1028.19,1031.43,1023.79,1050.14,27.9,27.9,10.4,0.5,
,37123821,13588,0,43000,851.1,0,-9.53,0,354.7,266.2,2.43,0.46,1041,0,-0.01,-0.01,19.5,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.71,19.52,2.89,57.6,141.87,184.18,154.95,181.92,168.77,1029.96,1031.04,1024.21,1052.01,27.9,27.9,10.2,0.5,
,37123822,13588,0,44000,850.9,0,38.69,0,354.8,266.2,2.46,0.51,1041.9,0,0.01,-0.01,19.5,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.76,19.52,2.88,57.64,141.81,184.86,155.41,182.41,169.32,1031.03,1030.75,1024.3,1052.23,27.9,27.9,10,0.5,
,37123823,13588,0,45000,851.4,0,46.83,0,354.8,266.2,2.41,0.47,1044.3,0,-0.02,0,19.5,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.76,19.52,2.89,57.71,141.75,185.44,155.92,182.94,169.78,1031.57,1030.64,1025.73,1051.09,27.9,27.9,10.2,0.5,
,37123824,13588,0,46000,851.3,0,22.91,0,354.8,266.2,2.41,0.48,1050.2,0,0.03,-0.01,19.5,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.76,19.52,2.93,57.79,141.69,186.02,156.44,183.47,170.28,1032.17,1030.94,1028.13,1050.16,27.9,27.9,10.2,0.5,
,37123825,13588,0,47000,851.5,0,-5.24,0,354.8,266.2,2.42,0.52,1047.5,0,0,-0.02,19.5,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.76,19.52,2.89,57.64,141.62,186.58,156.92,183.98,170.8,1033.67,1032.51,1028.81,1050.3,27.9,27.9,9.9,0.5,
,37123826,13588,0,48000,851.6,0,-35.11,0,354.8,266.2,2.38,0.53,1048.4,0,-0.01,-0.01,19.5,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.76,19.52,2.86,57.66,141.55,187.16,157.47,184.51,171.29,1035.22,1033.6,1027.65,1051.85,27.9,27.9,10,0.5,
,37123827,13588,0,49000,850.9,0,-59.99,0,354.8,266.2,2.35,0.51,1043.2,0,0.01,-0.01,19.5,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.76,19.57,2.85,57.68,141.49,187.8,157.99,185.09,171.77,1036.99,1034.61,1026.39,1053.17,27.9,27.9,9.9,0.5,
,37123828,13588,0,50000,851.2,0,-24.51,0,354.7,266.2,2.36,0.48,1046.6,0,-0.02,-0.01,19.5,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.76,19.57,2.88,57.66,141.43,188.52,158.61,185.65,172.35,1038.41,1036.54,1026.6,1053.45,27.9,27.9,9.9,0.5,
,37123829,13588,0,51000,851.8,0,20.43,0,354.8,266.2,2.38,0.47,1051.2,0,0.01,0,19.5,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.76,19.57,2.88,57.72,141.37,189.14,159.06,186.18,172.87,1038.88,1039.2,1026.19,1053.83,28,28,10.1,0.5,
,37123830,13588,0,52000,852.3,0,17.45,0,354.8,266.2,2.4,0.52,1054.3,0,0,0.01,19.5,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.76,19.57,2.89,57.83,141.3,189.72,159.56,186.7,173.37,1041.04,1039.08,1026.62,1055.3,27.9,27.9,10,0.5,
,37123831,13588,0,53000,852.5,0,6.12,0,354.7,266.2,2.38,0.44,1060.2,0,-0.01,-0.01,19.5,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.76,19.52,2.88,57.96,141.24,190.27,160.07,187.22,173.88,1042.34,1038.5,1027,1056.98,27.9,27.9,9.8,0.5,
,37123832,13588,0,54000,852.6,0,-50.14,0,354.8,266.2,2.37,0.47,1053.3,0,0,-0.01,19.5,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.76,19.52,2.92,57.78,141.17,190.89,160.57,187.74,174.35,1041.42,1040.01,1028.32,1058.47,27.9,27.9,9.6,0.5,
,37123833,13588,0,55000,852.9,0,-29.75,0,354.8,266.2,2.42,0.49,1051,0,0.02,-0.01,19.5,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.76,19.57,2.95,57.74,141.1,191.48,161.13,188.31,174.85,1042.05,1042.8,1030.33,1060.43,28,28,9.9,0.5,
,37123834,13588,0,56000,852.8,0,25.79,0,354.8,266.2,2.4,0.43,1048.4,0,-0.02,0,19.5,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.76,19.57,2.88,57.66,141.05,192.05,161.6,188.76,175.34,1043.11,1042.65,1031.28,1061.64,27.9,27.9,9.7,0.5,
,37123835,13588,0,57000,852.6,0,41.06,0,354.8,266.2,2.37,0.48,1040.7,0,-0.03,-0.01,19.5,0,47.9485893,-97.1724243,114.3,108.4,228.2,21.76,19.57,2.94,57.6,140.98,192.64,162.09,189.26,175.8,1043.29,1043.86,1031.94,1062.12,27.9,27.9,9.5,0.5,
,37123836,13588,0,58000,851.8,0,32.47,0,354.8,266.2,2.46,0.46,1041.6,0,0,0,19.5,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.71,19.57,2.86,57.61,140.91,193.22,162.59,189.81,176.28,1042.58,1044.29,1031.21,1061.84,27.9,27.9,9.4,0.4,
,37123837,13588,0,59000,852,0,18.55,0,354.8,266.2,2.41,0.41,1048.1,0,-0.06,0,19.5,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.65,19.57,2.92,57.73,140.85,193.78,163.08,190.29,176.78,1041.88,1043.92,1031.1,1061.9,27.9,27.9,9.5,0.4,
,37123838,13588,0,60000,852,0,24.18,0,354.8,266.2,2.45,0.45,1044.8,0,0.01,-0.01,19.5,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.65,19.52,2.89,57.73,140.78,193.76,163.03,190.23,176.71,1042.27,1043.37,1031.38,1061.32,27.9,27.9,9.4,0.4,
,37123839,13588,0,61000,851.9,0,32.31,0,354.8,266.2,2.37,0.43,1043.8,0,-0.01,0,19.5,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.65,19.52,2.92,57.63,140.71,194.1,163.31,190.53,176.96,1042.62,1043.86,1031.15,1060.37,28,28,9.6,0.5,
,37123840,13588,0,62000,852.1,0,26.37,0,354.8,266.2,2.42,0.46,1038.8,0,-0.01,0,19.5,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.71,19.52,2.87,57.46,140.66,194.76,163.82,191.04,177.51,1042.68,1043.68,1030.75,1059.98,27.9,27.9,9.4,0.5,
,37123841,13588,0,63000,852.6,0,4.92,0,354.8,266.2,2.45,0.42,1042.3,0,0.01,-0.01,19.5,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.71,19.52,2.9,57.58,140.59,195.29,164.35,191.56,177.99,1042.75,1043.7,1028.76,1059.74,27.9,27.9,9.2,0.4,
,37123842,13588,0,64000,852.9,0,27.5,0,354.8,266.2,2.45,0.44,1044.8,0,-0.01,-0.01,19.5,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.71,19.52,2.89,57.66,140.53,195.86,164.88,192.08,178.46,1042.89,1043.35,1027.86,1057.92,28,28,9.3,0.4,
,37123843,13588,0,65000,852.9,0,-2.81,0,354.8,266.2,2.44,0.45,1044,0,-0.03,-0.01,19.5,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.65,19.57,2.88,57.53,140.46,196.47,165.36,192.56,178.98,1042.17,1042.22,1028.55,1057.18,28,28,9.4,0.4,
,37123844,13588,0,66000,852.9,0,-55.94,0,354.8,266.2,2.42,0.47,1036.6,0,0,0,19.5,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.65,19.52,2.9,57.41,140.4,197.05,165.84,193.04,179.41,1040.84,1041.73,1029.12,1056.3,27.9,27.9,9.3,0.5,
,37123845,13588,0,67000,852.8,0,-72.99,0,354.8,266.2,2.41,0.47,1040.8,0,0.01,0,19.5,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.71,19.57,2.85,57.55,140.33,197.62,166.38,193.59,179.91,1040.51,1043.64,1029.94,1056.37,27.9,27.9,9.1,0.4,
,37123846,13588,0,68000,852.4,0,-14.38,0,354.8,266.2,2.43,0.48,1043.7,0,-0.02,-0.01,19.5,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.65,19.52,2.89,57.55,140.27,198.22,166.94,194.17,180.46,1041.38,1046.82,1030.08,1055.38,27.9,27.9,9.1,0.4,
,37123847,13588,0,69000,851.9,0,-11.16,0,354.8,266.2,2.46,0.45,1046.6,0,0,-0.01,19.5,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.65,19.52,2.87,57.66,140.2,198.74,167.42,194.61,180.87,1041.6,1049.82,1030.96,1053.67,27.9,27.9,8.9,0.4,
,37123848,13588,0,70000,852.2,0,-23.36,0,354.7,266.2,2.44,0.42,1056.7,0,-0.01,-0.01,19.5,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.71,19.52,2.88,57.89,140.15,199.39,167.94,195.15,181.46,1042.14,1051.77,1031.34,1055.03,28,28,9.1,0.4,
,37123849,13588,0,71000,852.3,0,-0.41,0,354.8,266.2,2.43,0.45,1056.2,0,0,-0.01,19.5,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.65,19.52,2.91,57.84,140.09,199.98,168.45,195.64,181.94,1043.44,1052.12,1032.91,1056.49,28,28,9.1,0.4,
,37123850,13588,0,72000,852.4,0,28.16,0,354.8,266.2,2.46,0.4,1053,0,0,-0.01,19.5,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.71,19.57,2.9,57.65,140.03,200.53,168.96,196.15,182.4,1043.64,1052.03,1034.81,1059.09,27.9,27.9,8.9,0.4,
,37123851,13588,0,73000,852.5,0,28,0,354.8,266.2,2.47,0.41,1048.7,0,0,0,19.5,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.65,19.57,2.91,57.58,139.97,201.06,169.44,196.63,182.87,1044.33,1051.6,1037.86,1062.23,27.9,27.9,8.6,0.4,
,37123852,13588,0,74000,852.9,0,29.73,0,354.8,266.2,2.46,0.38,1053.9,0,0.01,0,19.5,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.65,19.57,2.88,57.68,139.91,201.66,169.94,197.14,183.36,1044.65,1050.7,1041.64,1062.34,28,28,8.9,0.4,
,37123853,13588,0,75000,853.5,0,25.88,0,354.8,266.2,2.45,0.36,1046.7,0,-0.01,0,19.5,0,47.9485893,-97.1724396,114.3,108.4,228.2,21.65,19.57,2.94,57.64,139.84,202.21,170.46,197.67,183.81,1045.34,1051.2,1042.54,1062.33,28,28,8.9,0.4,
