Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42
#,id,flight,phase,time,msl_altitude,indicated_airspeed,vertical_airspeed,tas,heading,course,pitch_attitude,roll_attitude,eng_1_rpm,vertical_acceleration,longitudinal_acceleration,lateral_acceleration,oat,groundspeed,latitude,longitude,nav_1_freq,nav_2_freq,obs_1,fuel_quantity_left_main,fuel_quantity_right_main,eng_1_fuel_flow,eng_1_oil_press,eng_1_oil_temp,eng_1_cht_1,eng_1_cht_2,eng_1_cht_3,eng_1_cht_4,eng_1_egt_1,eng_1_egt_2,eng_1_egt_3,eng_1_egt_4,system_1_volts,system_2_volts,system_1_amps,system_2_amps,
,37128881,13588,0,5219000,840.7,0,-17.08,0,87.9,85.6,2.77,0.67,1234.1,0,-0.04,-0.01,18.5,0,47.9482498,-97.1800232,114.3,108.4,33.4,13.45,17.26,3.04,57.76,155.6,257.54,244.94,265.83,257.28,1100.32,1082.73,1079.16,1081.74,28.2,28.2,0.3,0,
,37128882,13588,0,5220000,840.6,0,-12.89,0,87.9,85.6,2.87,0.7,1244.1,0,0.05,-0.02,18.5,0,47.9482498,-97.1800232,114.3,108.4,33.4,13.42,17.12,3.04,57.89,155.6,257.72,245,265.92,257.3,1102.23,1083.82,1081.88,1082.24,28.1,28.1,0.3,0.1,
,37128883,13588,0,5221000,840.6,0,-17.22,0,87.9,85.6,2.86,0.69,1259.6,0,0.05,-0.01,18.5,0,47.9482498,-97.1800232,114.3,108.4,33.4,13.37,17.02,3.05,58.03,155.61,257.84,245.07,266.06,257.31,1104.62,1084.3,1084.51,1083.13,28.1,28.1,0.2,0,
,37128884,13588,0,5222000,840.2,0,-18.4,0,87.9,85.6,2.79,0.65,1257.1,0,-0.05,0,18.5,0,47.9482498,-97.1800232,114.3,108.4,33.4,13.31,16.99,3.07,58.03,155.62,258.02,245.18,266.21,257.31,1107.6,1084.56,1087.91,1083.89,28.1,28.1,0.3,0,
,37128885,13588,0,5223000,840.9,0,4.55,0,87.9,85.6,2.82,0.64,1251.5,0,0.04,0,18.5,0,47.948246,-97.1800232,114.3,108.4,33.4,13.37,16.99,3.03,58.07,155.63,258.17,245.31,266.32,257.31,1110.49,1085.77,1090.23,1085.31,28.2,28.2,0.3,0,
,37128886,13588,0,5224000,840.4,0,21.67,0,87.9,85.6,2.79,0.66,1255.9,0,-0.02,-0.02,18.5,0,47.948246,-97.1800232,114.3,108.4,33.4,13.37,16.99,3.06,58.07,155.64,258.36,245.34,266.46,257.4,1114.06,1086.48,1092.49,1086.57,28.2,28.2,0.3,0,
,37128887,13588,0,5225000,840.4,0,1.11,0,87.9,85.6,2.86,0.69,1261.5,0,0,-0.01,18.5,0,47.948246,-97.1800232,114.3,108.4,33.4,13.37,16.93,3.12,58.17,155.65,258.57,245.46,266.6,257.44,1116.8,1087.69,1094.53,1087.46,28.1,28.1,0.3,0,
,37128888,13588,0,5226000,840.4,0,10.79,0,87.9,85.6,2.86,0.68,1260.2,0,0,-0.01,18.5,0,47.948246,-97.1800232,114.3,108.4,33.4,13.42,16.93,3.07,58.04,155.67,258.74,245.59,266.75,257.5,1118.62,1087.84,1095.82,1088.66,28.1,28.1,0.3,0,
,37128889,13588,0,5227000,840.3,0,6.41,0,87.8,85.6,2.83,0.66,1257,0,-0.04,-0.03,18.5,0,47.948246,-97.1800232,114.3,108.4,33.4,13.31,16.99,3.05,58.1,155.68,258.95,245.72,266.93,257.56,1120.64,1088.78,1097.02,1089.97,28.1,28.1,0.3,0,
,37128890,13588,0,5228000,840.7,0,7.17,0,87.9,85.6,2.81,0.64,1277.6,0,-0.03,-0.01,18.5,0,47.948246,-97.1800232,114.3,108.4,33.4,13.37,16.93,3.08,58.08,155.69,259.14,245.84,267.09,257.6,1122.48,1089.99,1098.99,1090.87,28.1,28.1,0.3,0,
,37128891,13588,0,5229000,839.6,0,-5.25,0,87.9,85.6,2.81,0.64,1271.1,0,0,-0.01,18.5,0,47.9482498,-97.1800232,114.3,108.4,33.4,13.31,16.93,3.06,58.15,155.71,259.36,245.97,267.29,257.7,1124.97,1090.93,1100.54,1091.96,28.1,28.1,0.3,0,
,37128892,13588,0,5230000,840.2,0,5.14,0,87.8,85.6,2.81,0.63,1258.8,0,-0.02,-0.02,18.5,0,47.9482498,-97.1800232,114.3,108.4,33.4,13.37,16.88,3.04,58.01,155.73,259.59,246.09,267.47,257.77,1127.05,1091.75,1102.11,1093.84,28.1,28.1,0.3,0.1,
,37128893,13588,0,5231000,840.1,0,2.43,0,87.9,85.6,2.77,0.67,1259.5,0,-0.03,-0.01,18.5,0,47.9482498,-97.1800232,114.3,108.4,33.4,13.37,16.88,3.06,58.12,155.74,259.8,246.24,267.62,257.86,1128.72,1092.36,1103.05,1094.84,28.1,28.1,0.2,0,
,37128894,13588,0,5232000,840.1,0,25.3,0,87.9,85.6,2.8,0.68,1258.2,0,0.04,-0.01,18.5,0,47.9482498,-97.1800079,114.3,108.4,33.4,13.42,16.88,3.08,58.1,155.76,260.04,246.37,267.83,257.95,1130.47,1093.03,1104.2,1095.53,28.1,28.1,0.3,0,
,37128895,13588,0,5233000,840.2,0,5.98,0,87.9,85.6,2.83,0.64,1255.3,0,0.03,-0.01,18.5,0,47.9482498,-97.1800232,114.3,108.4,33.4,13.42,16.88,3.05,58.16,155.78,260.28,246.51,268.02,258.06,1132.23,1093.99,1105.49,1096.4,28.2,28.1,0.3,0.1,
,37128896,13588,0,5234000,840.5,0,-11.03,0,87.9,85.6,2.8,0.65,1256.5,0,0.03,0,18.5,0,47.948246,-97.1800232,114.3,108.4,33.4,13.37,16.88,3.05,58.12,155.79,260.52,246.65,268.2,258.16,1133.45,1094.76,1106.45,1096.93,28.2,28.1,0.3,0,
,37128897,13588,0,5235000,841.4,0,8.48,0,87.8,85.6,2.85,0.66,1269.1,0,0.01,0,18.2,0,47.948246,-97.1800232,114.3,108.4,33.4,13.31,16.88,3.08,58.16,155.8,260.73,246.79,268.38,258.24,1134.14,1095.72,1106.64,1097.45,28.1,28.1,0.3,0,
,37128898,13588,0,5236000,840.8,0,10.75,0,87.8,85.6,2.85,0.63,1264.5,0,0.01,-0.02,18.2,0,47.948246,-97.1800232,114.3,108.4,33.4,13.37,16.88,3.06,58.15,155.82,260.98,246.93,268.6,258.37,1134.82,1096.5,1106.82,1098.1,28.1,28.1,0.2,0,
,37128899,13588,0,5237000,840.8,0,13.64,0,87.8,85.6,2.81,0.63,1272.7,0,0,-0.01,18.2,0,47.948246,-97.1800232,114.3,108.4,33.4,13.37,16.88,3.03,58.14,155.84,261.2,247.09,268.85,258.53,1135.93,1096.88,1107.46,1098.59,28.1,28.1,0.2,0,
,37128900,13588,0,5238000,840.8,0,-2.35,0,87.9,85.6,3.04,0.59,1287.5,0,0.01,-0.01,18.2,0,47.948246,-97.1800232,114.3,108.4,33.4,13.31,16.93,3.11,58.68,155.86,261.43,247.23,269.07,258.63,1137.04,1096.95,1108.33,1098.8,28.2,28.2,0.3,0.1,
,37128901,13588,0,5239000,840.8,0,14.6,0,88.3,85.6,2.91,0.58,1441.2,0,-0.02,-0.01,18.2,1.19,47.948246,-97.1800079,114.3,108.4,33.4,13.31,16.88,3.87,61.44,155.87,261.72,247.41,269.28,258.76,1143.63,1102.69,1115.3,1104.02,28.1,28.1,0.3,0.1,
,37128902,13588,0,5240000,841.2,0,-8.55,0,88.9,86.6,2.75,0.49,1533,0,-0.05,0,18.2,2.57,47.948246,-97.179985,114.3,108.4,33.4,13.28,16.83,3.94,62.12,155.89,261.96,247.56,269.48,258.89,1157.48,1117.75,1132.08,1118.77,28.1,28.1,0.3,0,
,37128903,13588,0,5241000,839.9,0,5.15,0,89.6,87.2,2.86,0.56,1518.9,0,0.02,0,18.2,4.04,47.948246,-97.1799545,114.3,108.4,33.4,13.17,16.83,3.9,61.23,155.92,262.21,247.71,269.73,259.02,1174.34,1132.73,1150.62,1134.81,28.2,28.1,0.2,0,
,37128904,13588,0,5242000,840.4,0,-29.03,0,89.7,88,3.02,0.53,1479.8,0,-0.01,-0.01,18.2,5.33,47.948246,-97.1799164,114.3,108.4,33.4,13.15,16.8,3.93,60.88,155.95,262.47,247.86,269.98,259.17,1183.06,1140.47,1160.15,1142.92,28.2,28.2,0.2,0,
,37128905,13588,0,5243000,840.4,0,-38.47,0,86.7,87.2,2.75,0.73,1460.8,0,-0.03,-0.03,18.2,6.49,47.948246,-97.1798706,114.3,108.4,33.4,13.15,16.83,3.93,60.8,155.98,262.75,248,270.21,259.33,1185.59,1142.98,1163.25,1145.53,28.1,28.1,0.2,0,
,37128906,13588,0,5244000,840.5,0,-37.24,0,85.4,84.9,2.68,0.51,1457.7,0,-0.04,-0.01,18.2,7.58,47.948246,-97.1798172,114.3,108.4,33.4,13.09,16.8,3.84,60.65,156.01,263.08,248.22,270.45,259.51,1187.02,1144.51,1164.27,1146.64,28.1,28.1,0.2,0,
,37128907,13588,0,5245000,840.6,0,-46.54,0,86,83.9,3,0.19,1435.9,0,0.06,0,18.2,8.47,47.9482498,-97.1797638,114.3,108.4,33.4,13.15,16.75,3.8,60.22,156.04,263.38,248.43,270.67,259.69,1187.39,1145.07,1164.53,1147.2,28.1,28.1,0.2,0,
,37128908,13588,0,5246000,840.4,0,-53.16,0,86.2,84.6,2.64,0.34,1422.2,0,-0.04,0,18.2,9.49,47.9482498,-97.1796951,114.3,108.4,33.4,13.03,16.75,3.8,60.12,156.07,263.67,248.61,270.93,259.86,1185.21,1144.32,1163.72,1146.31,28.1,28.1,0.2,0,
,37128909,13588,0,5247000,841.2,0,-60.94,0,86.1,85.3,2.66,0.41,1405.1,0,-0.02,0.01,18.2,10.3,47.9482498,-97.1796188,114.3,108.4,33.4,13.01,16.75,3.63,59.7,156.09,263.96,248.82,271.24,260.01,1182.3,1144.57,1162.99,1145.4,28.2,28.2,0.2,0.1,
,37128910,13588,0,5248000,840.6,0,-24.48,0,85.5,85.2,3.25,0.05,1327.8,0,0.09,0,18.2,10.85,47.9482498,-97.1795502,114.3,108.4,33.4,13.01,16.8,3.38,58.58,156.11,264.28,249.03,271.51,260.22,1178.94,1144.63,1160.94,1144.4,28.1,28.1,0.2,0.1,
,37128911,13588,0,5249000,840.6,0,-36.81,0,86.4,85.5,2.82,0.27,1292,0,-0.06,0.01,18.2,11.47,47.9482498,-97.1794586,114.3,108.4,33.4,12.95,16.75,3.32,58.22,156.12,264.63,249.2,271.78,260.45,1175.06,1141.2,1157.31,1140.96,28.1,28.1,0.2,0,
,37128912,13588,0,5250000,840.6,0,-33.87,0,86.3,86.4,2.66,0.22,1284.3,0,0.01,-0.02,18.2,12.01,47.9482498,-97.17939,114.3,108.4,33.4,12.9,16.8,3.31,58.4,156.13,264.96,249.44,272.03,260.62,1170.78,1137.51,1152.1,1136.26,28.1,28.1,0.2,0,
,37128913,13588,0,5251000,840.6,0,-32.07,0,86.3,86.4,2.48,0.38,1287.6,0,-0.06,0,18.2,12.3,47.9482498,-97.1792984,114.3,108.4,33.4,12.87,16.83,3.34,58.36,156.13,265.28,249.66,272.31,260.81,1166.81,1132.96,1146.26,1132.44,28.2,28.1,0.2,0.1,
,37128914,13588,0,5252000,841.2,0,-21.56,0,86.6,86.6,2.92,0.23,1279.6,0,0.05,0.01,18.2,12.58,47.9482498,-97.1792068,114.3,108.4,33.4,12.87,16.83,3.33,58.25,156.14,265.58,249.89,272.57,261.02,1164.03,1129.85,1140.64,1128.88,28.1,28.1,0.3,0.1,
,37128915,13588,0,5253000,839.9,0,0.39,0,85.8,86.4,2.67,0.32,1281,0,-0.02,0,18.2,12.69,47.9482498,-97.1791229,114.3,108.4,33.4,12.81,16.83,3.34,58.3,156.13,265.91,250.12,272.86,261.23,1160.49,1126.78,1135.7,1125.87,28.1,28.1,0.2,0,
,37128916,13588,0,5254000,840.5,0,0.2,0,87.1,86.3,2.5,0.45,1274.5,0,-0.07,0,18.2,12.73,47.9482498,-97.179039,114.3,108.4,33.4,12.81,16.88,3.29,58.16,156.13,266.24,250.31,273.12,261.44,1157.55,1124.01,1132.51,1123.66,28.1,28.1,0.2,0,
,37128917,13588,0,5255000,840.4,0,1.39,0,86.1,86.8,2.6,0.15,1231.2,0,0.07,-0.01,18.2,12.6,47.9482498,-97.1789474,114.3,108.4,33.4,12.81,16.93,3.17,57.47,156.12,266.56,250.51,273.43,261.69,1153.3,1122.35,1129.41,1122.21,28.1,28.1,0.2,0,
,37128918,13588,0,5256000,840.5,0,-1.52,0,85.4,85.9,2.61,0.59,1225.6,0,0.02,-0.01,18.2,12.21,47.9482498,-97.1788635,114.3,108.4,33.4,12.81,16.93,3.2,57.31,156.13,266.89,250.75,273.66,261.86,1148.89,1121.99,1124.25,1119.84,28.2,28.1,0.2,0,
,37128919,13588,0,5257000,840.5,0,-2.04,0,86,85.5,2.47,0.3,1226.6,0,-0.02,0,18.2,11.84,47.9482536,-97.1787949,114.3,108.4,33.4,12.87,16.93,3.13,57.39,156.13,267.19,250.94,273.93,262.1,1143.31,1120.6,1118.42,1116.49,28.1,28.1,0.2,0.1,
,37128920,13588,0,5258000,840.4,0,3.09,0,85.6,85.6,2.72,0.19,1216,0,0.1,-0.01,18.2,11.1,47.9482536,-97.1787109,114.3,108.4,33.4,12.9,17.02,3.15,57.32,156.11,267.48,251.16,274.22,262.29,1138.53,1117.68,1113.35,1113.31,28.1,28.1,0.2,0,
,37128921,13588,0,5259000,841.3,0,14.95,0,84.3,85.2,2.53,0.23,1219.8,0,-0.06,-0.01,18.2,10.63,47.9482536,-97.1786423,114.3,108.4,33.4,12.9,17.02,3.15,57.38,156.1,267.77,251.37,274.45,262.49,1134.36,1114.35,1109.7,1111.16,28.1,28.1,0.2,0,
,37128922,13588,0,5260000,840.8,0,29.56,0,75.4,81.9,2.38,0.26,1210.2,0,0.05,-0.09,18.2,10.03,47.9482613,-97.1785736,114.3,108.4,33.4,13.01,17.07,3.17,57.4,156.1,268.07,251.57,274.69,262.71,1130.28,1110.71,1106.8,1108.99,28.1,28.1,0.2,0,
,37128923,13588,0,5261000,840.9,0,24.86,0,62,70.9,1.93,0.21,1216,0,-0.09,-0.12,18.2,9.51,47.9482689,-97.1785049,114.3,108.4,33.4,13.17,16.93,3.12,57.44,156.08,268.36,251.73,274.98,262.91,1126.33,1107.7,1103.63,1106.99,28.1,28.1,0.2,0.1,
,37128924,13588,0,5262000,840.9,0,-8.04,0,49.6,57.4,2.21,-0.23,1216.3,0,-0.06,-0.08,18.2,9.51,47.9482918,-97.1784515,114.3,108.4,33.4,13.45,16.69,3.18,57.31,156.07,268.65,251.96,275.16,263.12,1123.03,1105.25,1100.78,1104.65,28.1,28.1,0.2,0,
,37128925,13588,0,5263000,840.8,0,-45.97,0,41,45.9,2.11,-0.43,1214.2,0,0.04,-0.05,18.2,9.78,47.9483261,-97.1784058,114.3,108.4,33.4,13.73,16.42,3.16,57.32,156.07,268.94,252.15,275.4,263.29,1121.09,1103.15,1098.51,1102.22,28.1,28.1,0.2,0,
,37128926,13588,0,5264000,840.6,0,-61.3,0,35.2,38.8,1.48,-0.02,1215.3,0,0.04,-0.09,18.2,10.3,47.9483604,-97.1783447,114.3,108.4,33.4,13.87,16.4,3.14,57.39,156.06,269.23,252.33,275.63,263.47,1119.8,1101.52,1096.13,1100.21,28.1,28.1,0.2,0,
,37128927,13588,0,5265000,839,0,-39.42,0,29.7,32.7,1.81,-0.29,1209.7,0,-0.05,-0.01,18.2,10.63,47.9483986,-97.1783066,114.3,108.4,33.4,13.92,16.34,3.15,57.4,156.04,269.53,252.51,275.88,263.66,1117.7,1100.95,1093.65,1099.95,28.1,28.1,0.2,0,
,37128928,13588,0,5266000,839.1,0,-47.56,0,24.4,27.6,2.04,0.51,1210.2,0,0,-0.07,18.2,11.14,47.9484406,-97.1782761,114.3,108.4,33.4,14.06,16.26,3.16,57.39,156.04,269.78,252.69,276.12,263.86,1116.28,1101.39,1092.09,1100.47,28.1,28.1,0.3,0.1,
,37128929,13588,0,5267000,839.1,0,-9.34,0,21.6,22.4,2.82,-0.42,1194.6,0,0.05,-0.01,18.2,11.35,47.9484901,-97.1782303,114.3,108.4,33.4,14.28,16.13,3.09,57.03,156.05,270.05,252.86,276.32,264.09,1115.51,1102.36,1091.65,1099.75,28.1,28.1,0.2,0,
,37128930,13588,0,5268000,839.2,0,-20.23,0,18.2,19.7,2.98,-0.37,1188.7,0,0,-0.02,18.2,11.41,47.9485397,-97.178215,114.3,108.4,33.4,14.34,16.1,3.12,57.05,156.04,270.33,253.06,276.54,264.24,1115.15,1101.19,1090.49,1101.18,28.1,28.1,0.2,0,
,37128931,13588,0,5269000,839.3,0,-31.44,0,14.5,16.3,2.92,-0.16,1202.2,0,0.04,-0.04,18.2,11.51,47.9485893,-97.1781845,114.3,108.4,33.4,14.34,16.04,3.09,57.02,156.03,270.61,253.23,276.74,264.41,1114.76,1099.94,1088.97,1101.68,28.1,28.1,0.2,0,
,37128932,13588,0,5270000,839.6,0,-18.52,0,11.7,12.7,2.94,-0.12,1194.4,0,0.04,0,18.2,11.68,47.9486427,-97.178154,114.3,108.4,33.4,14.49,15.99,3.11,56.96,156.02,270.88,253.38,276.96,264.58,1113.62,1099.25,1088.28,1101.2,28.1,28.1,0.2,0.1,
,37128933,13588,0,5271000,840.7,0,-2.38,0,10,10.4,3.2,0.13,1186.6,0,0.06,-0.02,18.2,11.97,47.9486961,-97.1781464,114.3,108.4,33.4,14.49,15.97,3.11,56.98,156.01,271.13,253.57,277.15,264.76,1111.92,1099.99,1086.85,1100.94,28.1,28.1,0.2,0,
,37128934,13588,0,5272000,840.3,0,9.54,0,8.8,8.4,2.43,-0.31,1178.8,0,-0.05,0,18.2,12.17,47.9487534,-97.1781235,114.3,108.4,33.4,14.49,15.92,2.96,56.57,156.02,271.43,253.75,277.35,264.93,1110.53,1100.33,1085.07,1100.46,28.1,28.1,0.2,0,
,37128935,13588,0,5273000,840.5,0,0.57,0,7,7.1,2.56,-0.34,1155.7,0,-0.04,-0.01,18.2,12.3,47.9488106,-97.1781006,114.3,108.4,33.4,14.51,15.97,2.99,56.6,156.02,271.69,253.91,277.59,265.15,1109.07,1100.21,1082.39,1102.04,28.1,28.1,0.3,0,
,37128936,13588,0,5274000,840.5,0,4.82,0,5,5.3,2.42,-0.24,1158.8,0,-0.07,-0.04,18.2,12.44,47.948864,-97.1780853,114.3,108.4,33.4,14.51,15.92,3.01,56.57,156.03,271.94,254.08,277.78,265.28,1107.57,1099.06,1080.88,1100.87,28.1,28.1,0.2,0,
,37128937,13588,0,5275000,840.6,0,9.13,0,3.8,3.4,2.3,-0.23,1165.5,0,-0.06,-0.01,18.2,12.58,47.9489212,-97.1780853,114.3,108.4,33.4,14.56,15.84,3.01,56.72,156.02,272.19,254.21,277.95,265.42,1106.26,1098,1080.41,1099.64,28.1,28.1,0.2,0.1,
,37128938,13588,0,5276000,840.8,0,-6.06,0,2.5,2.3,2.29,-0.27,1182.1,0,-0.03,-0.03,18.2,12.71,47.9489822,-97.1780701,114.3,108.4,33.4,14.51,15.87,2.97,56.73,156.04,272.46,254.38,278.18,265.59,1105.53,1096.91,1080.21,1098.23,28.1,28.1,0.2,0,
,37128939,13588,0,5277000,839.5,0,11.77,0,2.8,1.1,2.68,-0.53,1200.2,0,0.06,0.02,18.2,12.71,47.9490395,-97.1780624,114.3,108.4,33.4,14.49,15.87,2.97,56.88,156.03,272.71,254.55,278.35,265.74,1104.59,1096.32,1080.18,1097.45,28.1,28.1,0.2,0,
,37128940,13588,0,5278000,840,0,15.49,0,2.3,1.5,2.41,-0.25,1185.5,0,0.05,-0.02,18.2,12.85,47.9490967,-97.1780548,114.3,108.4,33.4,14.44,15.84,2.99,56.97,156.03,273,254.69,278.52,265.89,1104.61,1096.33,1079.18,1097.81,28.1,28.1,0.2,0,
,37128941,13588,0,5279000,840,0,-12.97,0,0.6,0.2,2.56,-0.41,1183.3,0,0.03,0,18.2,12.85,47.9491615,-97.1780548,114.3,108.4,33.4,14.44,15.92,3.01,56.94,156.04,273.24,254.84,278.73,266.05,1105.51,1096.36,1077.11,1097.48,28.1,28.1,0.2,0,
,37128942,13588,0,5280000,840.1,0,-15.88,0,0.1,359.4,1.24,-0.46,1184.5,0,-0.2,-0.02,18.2,12.85,47.9492149,-97.1780472,114.3,108.4,33.4,14.39,15.87,2.98,56.98,156.05,273.45,254.98,278.87,266.18,1105.46,1096.79,1076.26,1096.95,28.1,28.1,0.2,0.1,
,37128943,13588,0,5281000,840,0,2.35,0,358.7,358.4,2,-0.4,1191.2,0,-0.02,-0.01,18.2,12.69,47.949276,-97.1780472,114.3,108.4,33.4,14.16,16.18,3.02,56.93,156.05,273.72,255.12,279.06,266.31,1104.79,1095.91,1076.49,1095.79,28.1,28.1,0.2,0,
,37128944,13588,0,5282000,840.2,0,15.21,0,358.3,357.5,2.31,-0.24,1191.2,0,0.01,-0.02,18.2,12.56,47.9493332,-97.1780472,114.3,108.4,33.4,13.87,16.34,2.97,57.04,156.03,273.96,255.25,279.21,266.45,1105.33,1095.7,1076.82,1094.8,28.1,28.1,0.2,0,
,37128945,13588,0,5283000,841,0,15.98,0,357.6,357,2.22,-0.19,1189.3,0,0.04,0.03,18.2,12.32,47.9493904,-97.1780472,114.3,108.4,33.4,13.7,16.61,3.04,57.11,156.03,274.09,255.31,279.28,266.48,1105.92,1094.8,1076.97,1093.1,28.1,28.1,0.2,0,
,37128946,13588,0,5284000,840.4,0,16,0,357,356.4,2.3,-0.15,1202.3,0,0,0.02,18.2,12.09,47.9494476,-97.1780472,114.3,108.4,33.4,13.56,16.75,2.95,57.14,156.02,274.31,255.41,279.43,266.59,1105.34,1093.37,1076.65,1091.68,28.1,28.1,0.2,0.1,
,37128947,13588,0,5285000,840.4,0,3.98,0,358.3,356.6,2.11,-0.04,1202.7,0,0.02,0.01,18.2,11.8,47.949501,-97.1780319,114.3,108.4,33.4,13.42,16.93,2.97,57.25,156.02,274.63,255.67,279.7,266.84,1105.82,1093.3,1076.51,1091.02,28.1,28.1,0.2,0,
,37128948,13588,0,5286000,840.4,0,2.66,0,356.5,357.1,2.12,-0.01,1200.6,0,-0.05,-0.03,18.2,11.35,47.9495544,-97.1780319,114.3,108.4,33.4,13.37,17.07,2.99,57.13,156.02,274.91,255.81,279.85,266.99,1106.61,1092.7,1077.12,1089.96,28.1,28.1,0.2,0,
,37128949,13588,0,5287000,840.4,0,7.09,0,356.3,355.9,2.27,-0.16,1208.5,0,0.03,0.03,18.2,11.06,47.949604,-97.1780319,114.3,108.4,33.4,13.28,17.15,2.98,57.24,156.01,275.13,255.93,280,267.12,1107.56,1092.12,1078.1,1089.45,28.1,28.1,0.2,0,
,37128950,13588,0,5288000,840.8,0,0.33,0,356.4,356.5,2.47,-0.03,1196.5,0,0,0,18.2,10.92,47.9496574,-97.1780319,114.3,108.4,33.4,13.23,17.26,2.99,57.28,156.01,275.24,255.94,280.09,267.09,1106.58,1092.36,1078.04,1089.32,28.1,28.1,0.2,0,
,37128951,13588,0,5289000,839.7,0,0.01,0,356.4,356,2.58,0.16,1199.3,0,0,0,18.2,10.67,47.9497032,-97.1780319,114.3,108.4,33.4,13.23,17.31,2.97,57.21,156.01,275.57,256.18,280.3,267.31,1106.13,1092.32,1077.26,1089.85,28.1,28.1,0.2,0.1,
,37128952,13588,0,5290000,840.4,0,4.62,0,356.3,356,2.42,-0.01,1199.8,0,0.02,-0.01,18.2,10.65,47.9497528,-97.1780472,114.3,108.4,33.4,13.03,17.39,2.95,57.12,156.01,275.66,256.23,280.39,267.33,1106.04,1092.95,1076.79,1091.13,28.1,28.1,0.1,0,
,37128953,13588,0,5291000,840.5,0,0.77,0,356.5,356,2.36,-0.05,1201.9,0,0,-0.01,18.2,10.57,47.9498024,-97.1780472,114.3,108.4,33.4,13.03,17.45,2.96,57.18,156.01,275.89,256.34,280.54,267.45,1106.54,1093.21,1077.23,1091.9,28.1,28.1,0.2,0,
,37128954,13588,0,5292000,840.5,0,0.03,0,356.2,356.2,2.42,0.09,1210.9,0,-0.01,0,18.2,10.48,47.949852,-97.1780472,114.3,108.4,33.4,13.01,17.5,2.99,57.3,156.01,276.22,256.58,280.78,267.65,1107.67,1091.92,1078.94,1091.86,28.1,28.1,0.2,0.1,
,37128955,13588,0,5293000,840.5,0,2.48,0,355.9,356.1,2.3,-0.07,1211.9,0,0.05,0,18.2,10.19,47.9498978,-97.1780472,114.3,108.4,33.4,13.01,17.45,2.96,57.33,156.01,276.45,256.72,280.94,267.8,1108.31,1091.03,1080.26,1090.57,28.1,28.1,0.2,0,
,37128956,13588,0,5294000,839.9,0,6.95,0,355.3,355.5,2.18,0,1200.4,0,-0.08,-0.02,18.2,9.93,47.9499435,-97.1780472,114.3,108.4,33.4,13.01,17.53,2.95,57.32,156.02,276.7,256.85,281.11,267.91,1107.69,1091,1080.16,1090.58,28.1,28.1,0.2,0.1,
,37128957,13588,0,5295000,840.7,0,-14.32,0,356.5,355.2,2.23,-0.14,1194.5,0,0,0.01,18.2,9.68,47.9499893,-97.1780472,114.3,108.4,33.4,13.01,17.53,2.96,57.31,156.03,276.9,256.98,281.27,267.99,1106.87,1091.84,1079.86,1091.44,28.1,28.1,0.2,0,
,37128958,13588,0,5296000,840,0,-15.95,0,359.8,357.2,2.47,-0.12,1193.9,0,-0.01,0.05,18.2,9.25,47.9500313,-97.1780472,114.3,108.4,33.4,12.95,17.64,2.98,57.26,156.04,276.99,256.97,281.28,267.98,1106.43,1092.68,1079.06,1091.83,28.1,28.1,0.1,0,
,37128959,13588,0,5297000,839.9,0,-29.83,0,5.4,0.8,2.12,0.37,1200.5,0,-0.06,0.07,18.2,9.06,47.9500732,-97.1780319,114.3,108.4,33.4,12.87,17.66,2.95,57.3,156.04,277.19,257.1,281.43,268.09,1106.27,1093.73,1078.62,1092.17,28.1,28.1,0.2,0,
,37128960,13588,0,5298000,839.8,0,-30.47,0,12.7,6.9,3.08,0.08,1202.2,0,0.02,0.09,18.2,9.02,47.9501114,-97.1780243,114.3,108.4,33.4,12.73,17.83,2.97,57.23,156.04,277.49,257.29,281.68,268.31,1107.26,1094.57,1078.92,1091.05,28.1,28.1,0.2,0.1,
,37128961,13588,0,5299000,839.8,0,-16.97,0,20.2,13.7,2.82,-0.32,1202,0,0.02,0.09,18.2,9.02,47.9501534,-97.178009,114.3,108.4,33.4,12.59,17.91,2.94,57.3,156.04,277.62,257.31,281.73,268.34,1107.77,1094.11,1078.91,1089.45,28.1,28.1,0.2,0.1,
,37128962,13588,0,5300000,840.7,0,-29.49,0,27.9,21.6,2.03,-0.27,1199.3,0,0.03,0.07,18.2,9.1,47.9501915,-97.1779785,114.3,108.4,33.4,12.45,18.09,2.96,57.34,156.03,277.79,257.43,281.87,268.4,1107.76,1093.01,1078.79,1089.81,28.1,28.1,0.2,0,
,37128963,13588,0,5301000,839.5,0,-20.99,0,36.9,29.7,1.19,0.05,1197.6,0,-0.06,0.08,18.2,9.19,47.9502258,-97.177948,114.3,108.4,33.4,12.31,18.17,2.9,57.18,156.03,278,257.54,282,268.49,1107.49,1092.79,1078.06,1090.73,28.1,28.1,0.1,0,
,37128964,13588,0,5302000,840,0,-28.65,0,47.1,39,2.33,-0.11,1198.2,0,0.08,0.08,18.2,9.39,47.9502563,-97.1778946,114.3,108.4,33.4,12.17,18.35,2.96,57.24,156.03,278.2,257.66,282.14,268.59,1107.77,1094.57,1078.52,1090.95,28.1,28.1,0.2,0,
